,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
2594,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2595,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2596,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2597,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2598,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2599,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2600,Armed Assault,Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
2601,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2602,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Unknown Explosive Type
2603,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2604,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
2605,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2606,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2607,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
2608,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Grenade
2609,Assassination,No,No,No,Yes,No,No,Firearms,Automatic Weapon
2610,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2611,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2612,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2613,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2614,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2615,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2616,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2617,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2618,Armed Assault,Yes,Yes,No,Unknown,No,No,Firearms,Automatic Weapon
2619,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2620,Assassination,No,No,No,Yes,No,No,Firearms,Unknown Gun Type
2621,Assassination,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2622,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2623,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
2624,Armed Assault,Yes,No,No,Unknown,No,No,Unknown,Unknown
2625,Armed Assault,Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
2626,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Sabotage Equipment,Unknown
2627,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2628,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2629,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2630,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
2631,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2632,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
2633,Bombing/Explosion,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
2634,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
2635,Assassination,No,No,No,Yes,No,No,Explosives,Other Explosive Type
2636,Assassination,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2637,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
2638,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2639,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2640,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2641,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2642,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
2643,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
2644,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2645,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2646,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2647,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2648,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2649,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2650,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2651,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2652,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2653,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2654,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2655,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2656,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
2657,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2658,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
2659,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2660,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2661,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2662,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2663,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
2664,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2665,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
2666,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2667,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
2668,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
2669,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
2670,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2671,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2672,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2673,Hostage Taking (Kidnapping),Yes,Yes,No,Unknown,No,No,Unknown,Unknown
2674,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2675,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2676,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2677,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2678,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2679,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
2680,Armed Assault,Yes,Yes,No,Unknown,No,No,Unknown,Unknown
2681,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
2682,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
2683,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
2684,Armed Assault,Yes,No,No,Unknown,No,No,Melee,Knife or Other Sharp Object
2685,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2686,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2687,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
2688,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2689,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2690,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2691,Armed Assault,Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
2692,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2693,Unarmed Assault,Yes,No,No,No,No,No,Melee,Blunt Object
2694,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
2695,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Vehicle
2696,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Vehicle
2697,Facility/Infrastructure Attack,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2698,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2699,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2700,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Unknown Explosive Type
2701,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2702,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Unknown,Unknown
2703,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
2704,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2705,Bombing/Explosion,No,No,No,No,No,No,Explosives,Grenade
2706,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2707,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2708,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2709,Assassination,No,No,No,Yes,No,No,Explosives,Other Explosive Type
2710,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2711,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2712,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2713,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
2714,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2715,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
2716,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
2717,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2718,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2719,Bombing/Explosion,Yes,No,No,Unknown,Yes,No,Explosives,Suicide (carried bodily by human being)
2720,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2721,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
2722,Unarmed Assault,Yes,No,No,No,No,No,Melee,Blunt Object
2723,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
2724,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
2725,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
2726,Armed Assault,No,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2727,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
2728,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2729,Assassination,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
2730,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2731,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2732,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2733,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2734,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2735,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2736,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2737,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2738,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2739,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2740,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2741,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
2742,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,Yes,Firearms,Unknown Gun Type
2743,Armed Assault,Yes,No,No,Unknown,No,Yes,Firearms,Unknown Gun Type
2744,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Firearms,Unknown Gun Type
2745,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2746,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
2747,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2748,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Grenade
2749,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2750,Assassination,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2751,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2752,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2753,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2754,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2755,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2756,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2757,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2758,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2759,Assassination,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2760,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2761,Assassination,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
2762,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2763,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2764,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Unknown,Unknown
2765,Armed Assault,Yes,Yes,Unknown,Unknown,No,No,Unknown,Unknown
2766,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2767,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
2768,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
2769,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2770,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2771,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2772,Armed Assault,Yes,Yes,Unknown,No,No,No,Melee,Knife or Other Sharp Object
2773,Bombing/Explosion,No,No,No,No,No,No,Explosives,Vehicle
2774,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2775,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
2776,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
2777,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
2778,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2779,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
2780,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2781,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
2782,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2783,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2784,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2785,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
2786,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
2787,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2788,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
2789,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2790,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Grenade
2791,Bombing/Explosion,No,No,No,No,No,No,Explosives,Grenade
2792,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
2793,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2794,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2795,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2796,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2797,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2798,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2799,Assassination,No,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2800,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2801,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
2802,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
2803,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Grenade
2804,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2805,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2806,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2807,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2808,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2809,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
2810,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
2811,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Unknown Gun Type
2812,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Unknown Gun Type
2813,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2814,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Handgun
2815,Bombing/Explosion,No,No,No,No,No,No,Explosives,Grenade
2816,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2817,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
2818,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
2819,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
2820,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
2821,Assassination,No,No,No,Yes,No,No,Explosives,Other Explosive Type
2822,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
2823,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2824,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
2825,Assassination,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2826,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2827,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2828,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2829,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2830,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2831,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
2832,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2833,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2834,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2835,Assassination,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2836,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
2837,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
2838,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Unknown Explosive Type
2839,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2840,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2841,Armed Assault,Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
2842,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
2843,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
2844,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
2845,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2846,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
2847,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2848,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
2849,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
2850,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
2851,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
2852,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
2853,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2854,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
2855,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
2856,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2857,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2858,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2859,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2860,Armed Assault,Yes,Yes,No,No,No,No,Unknown,Unknown
2861,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2862,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
2863,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2864,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2865,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2866,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2867,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
2868,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2869,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Vehicle
2870,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
2871,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2872,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2873,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Other Explosive Type
2874,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2875,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2876,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2877,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Unknown,Unknown
2878,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
2879,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
2880,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
2881,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
2882,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2883,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
2884,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2885,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
2886,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
2887,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
2888,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
2889,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
2890,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2891,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2892,Armed Assault,Yes,Yes,Unknown,Unknown,No,No,Unknown,Unknown
2893,Hostage Taking (Kidnapping),Yes,Yes,Unknown,Unknown,No,No,Unknown,Unknown
2894,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2895,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
2896,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
