,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
3439,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3440,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3441,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3442,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
3443,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
3444,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3445,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3446,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3447,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3448,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3449,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3450,Assassination,No,No,No,No,No,No,Explosives,Unknown Explosive Type
3451,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3452,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3453,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3454,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3455,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3456,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3457,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3458,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3459,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Land Mine
3460,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3461,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3462,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3463,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3464,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3465,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
3466,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
3467,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3468,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
3469,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3470,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
3471,Armed Assault,Yes,No,No,Yes,No,No,Melee,Knife or Other Sharp Object
3472,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3473,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3474,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3475,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3476,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3477,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3478,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3479,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3480,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3481,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3482,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3483,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3484,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3485,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3486,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3487,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3488,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3489,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3490,Assassination,No,No,No,No,No,No,Firearms,Handgun
3491,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3492,Assassination,No,No,No,No,No,No,Firearms,Handgun
3493,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3494,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3495,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3496,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3497,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3498,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3499,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3500,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3501,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3502,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3503,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3504,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3505,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3506,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3507,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3508,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3509,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3510,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3511,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3512,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3513,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3514,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3515,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3516,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3517,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3518,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3519,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3520,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3521,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3522,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3523,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3524,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3525,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3526,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3527,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
3528,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3529,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3530,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
3531,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3532,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3533,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3534,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3535,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3536,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3537,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3538,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3539,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3540,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3541,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3542,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3543,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
3544,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3545,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3546,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3547,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
3548,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3549,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3550,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3551,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3552,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
3553,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3554,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
3555,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
3556,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Rifle/Shotgun (non-automatic)
3557,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
3558,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
3559,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
3560,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
3561,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3562,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3563,Armed Assault,Yes,No,No,No,No,No,Firearms,Handgun
3564,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
3565,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3566,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3567,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3568,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3569,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3570,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3571,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3572,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
3573,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
3574,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
3575,Unarmed Assault,Yes,No,No,Yes,No,No,Other,Unknown
3576,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3577,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3578,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3579,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3580,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3581,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3582,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3583,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3584,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3585,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3586,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3587,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3588,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3589,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3590,Unarmed Assault,Yes,No,No,Yes,No,No,Chemical,Unknown
3591,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3592,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3593,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3594,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Rifle/Shotgun (non-automatic)
3595,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3596,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3597,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3598,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3599,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3600,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3601,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
3602,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3603,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Pipe Bomb
3604,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3605,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3606,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3607,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3608,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3609,Assassination,Yes,No,No,No,No,No,Chemical,Unknown
3610,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3611,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3612,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3613,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3614,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3615,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3616,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3617,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3618,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3619,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
3620,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3621,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3622,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3623,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3624,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3625,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3626,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Gasoline or Alcohol
3627,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3628,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3629,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3630,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Handgun
3631,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3632,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3633,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3634,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
3635,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3636,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3637,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3638,Armed Assault,No,No,No,Yes,No,No,Firearms,Automatic Weapon
3639,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3640,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3641,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3642,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3643,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3644,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3645,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3646,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3647,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Dynamite/TNT
3648,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3649,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3650,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3651,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3652,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3653,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3654,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3655,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3656,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3657,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Grenade
3658,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3659,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3660,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3661,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3662,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3663,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3664,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3665,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3666,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3667,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3668,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3669,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3670,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3671,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3672,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3673,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3674,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3675,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
3676,Assassination,No,No,No,No,No,No,Explosives,Unknown Explosive Type
3677,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3678,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3679,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3680,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3681,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3682,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3683,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3684,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3685,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3686,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3687,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3688,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3689,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3690,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
3691,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3692,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3693,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3694,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3695,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
3696,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3697,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3698,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3699,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
3700,Assassination,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
3701,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
3702,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
3703,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3704,Unarmed Assault,Yes,No,No,Yes,No,No,Melee,Blunt Object
3705,Armed Assault,No,No,No,Yes,No,No,Melee,Knife or Other Sharp Object
3706,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3707,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3708,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3709,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3710,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3711,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3712,Assassination,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
3713,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
3714,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3715,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3716,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3717,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3718,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3719,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3720,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3721,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3722,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3723,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3724,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3725,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3726,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
3727,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3728,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3729,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
3730,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3731,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3732,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3733,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3734,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
3735,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
3736,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3737,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
3738,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
3739,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3740,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3741,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3742,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3743,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
3744,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
3745,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
3746,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
